ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8144656	0.0003055	6.13e-06	-2.29e+01	4.86921	-2.1827562	C8orf49	chromosome 8 open reading frame 49
8092682	0.0001478	1.42e-06	-3.16e+01	6.47989	-2.18073281	SST	somatostatin
8017843	0.0001974	2.52e-06	-2.79e+01	5.85909	-2.17792516	SLC16A6	solute carrier family 16 member 6
8106573	0.0004808	1.37e-05	1.93e+01	3.95378	2.1750796	THBS4	thrombospondin 4
7932826	0.0001395	1.27e-06	-3.23e+01	6.5976	-2.17397748	KIAA1462	KIAA1462
8177130	0.0004001	9.98e-06	-2.06e+01	4.3135	-2.17247154	SLC9B1	solute carrier family 9 member B1
8073088	0.000351	7.70e-06	-2.18e+01	4.61024	-2.1666168	APOBEC3G	apolipoprotein B mRNA editing enzyme catalytic subunit 3G
8109528	0.0002244	3.25e-06	2.63e+01	5.57658	2.16479463	CYFIP2	cytoplasmic FMR1 interacting protein 2
8126531	0.0001194	9.59e-07	3.44e+01	6.89134	2.16094551	CRIP3///CRIP3	cysteine rich protein 3///cysteine rich protein 3
8117034	0.0003831	9.26e-06	-2.10e+01	4.39994	-2.16073127	GMPR	guanosine monophosphate reductase
7954208	0.0005718	1.82e-05	-1.81e+01	3.62341	-2.15585377	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
8175256	0.0006013	2.01e-05	-1.77e+01	3.50414	-2.15525501	MIR503HG	MIR503 host gene
8004691	0.000124	1.04e-06	-3.37e+01	6.80313	-2.15474122	TMEM88	transmembrane protein 88
8175234	0.0002405	3.78e-06	2.55e+01	5.41036	2.15305046	GPC3	glypican 3
8093332	0.0002744	4.92e-06	-2.41e+01	5.1166	-2.14831401	ZNF876P	zinc finger protein 876, pseudogene
8112007	0.0004436	1.20e-05	1.98e+01	4.10398	2.14694323	EMB	embigin
7972291	0.0004237	1.11e-05	2.01e+01	4.1885	2.14654871	SOX21	SRY-box 21
8058063	0.0002817	5.29e-06	-2.37e+01	5.03495	-2.14585125	RFTN2	raftlin family member 2
8033818	0.0001854	2.30e-06	2.84e+01	5.96013	2.13641383	OLFM2	olfactomedin 2
7925062	0.0001468	1.38e-06	-3.18e+01	6.51131	-2.13560879	SIPA1L2	signal induced proliferation associated 1 like 2
8059642	0.0002063	2.78e-06	2.73e+01	5.74905	2.13496879	SLC16A14	solute carrier family 16 member 14
7977761	0.0001439	1.32e-06	3.21e+01	6.55722	2.12902278	SALL2	spalt like transcription factor 2
7952249	0.0005867	1.92e-05	1.79e+01	3.56123	2.1246623	USP2	ubiquitin specific peptidase 2
7951140	0.0006013	2.02e-05	-1.77e+01	3.50197	-2.12437325	LOC100131541	uncharacterized LOC100131541
8127534	0.0001585	1.67e-06	-3.05e+01	6.30619	-2.12035717	MB21D1	Mab-21 domain containing 1
8112971	0.0001194	9.64e-07	-3.43e+01	6.88617	-2.11938501	HAPLN1	hyaluronan and proteoglycan link protein 1
7911114	0.0005509	1.70e-05	-1.84e+01	3.69768	-2.11774948	KIF26B	kinesin family member 26B
7898693	0.0001558	1.60e-06	3.07e+01	6.35113	2.11564139	ALPL	alkaline phosphatase, liver/bone/kidney
8114797	0.0003463	7.56e-06	-2.19e+01	4.6314	-2.11359013	SPRY4	sprouty RTK signaling antagonist 4
8023871	0.000118	9.38e-07	-3.45e+01	6.91466	-2.11256369	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
8045009	0.0001293	1.15e-06	-3.30e+01	6.70327	-2.11153726	GYPC	glycophorin C (Gerbich blood group)
7897280	0.0004409	1.19e-05	1.99e+01	4.11236	2.11056981	HES3	hes family bHLH transcription factor 3
8180003	0.000129	1.13e-06	3.32e+01	6.72406	2.10971527	LOC105369230///HLA-DRB6///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///LOC105369230///HLA-DRB5///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1	HLA class II histocompatibility antigen, DRB1-7 beta chain///major histocompatibility complex, class II, DR beta 6 (pseudogene)///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///HLA class II histocompatibility antigen, DRB1-7 beta chain///major histocompatibility complex, class II, DR beta 5///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1
7977786	0.0001443	1.34e-06	-3.20e+01	6.54205	-2.10782296	SLC7A7	solute carrier family 7 member 7
7993458	0.0002597	4.42e-06	2.46e+01	5.23585	2.10767827	C16orf45	chromosome 16 open reading frame 45
7968872	0.000127	1.10e-06	-3.34e+01	6.7528	-2.10455115	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15
8002692	0.0006155	2.11e-05	-1.75e+01	3.4511	-2.10404555	ZFHX3	zinc finger homeobox 3
8041206	0.0002263	3.30e-06	-2.63e+01	5.56009	-2.09452786	LBH	limb bud and heart development
8031157	0.0002244	3.21e-06	2.64e+01	5.59317	2.09446104	TTYH1	tweety family member 1
8059279	0.0001506	1.47e-06	3.13e+01	6.44275	2.09196734	EPHA4	EPH receptor A4
8109407	0.0001526	1.50e-06	-3.12e+01	6.42162	-2.09179763	GALNT10	polypeptide N-acetylgalactosaminyltransferase 10
8043995	0.0022372	1.79e-04	-1.09e+01	0.93209	-2.08869733	IL1R1	interleukin 1 receptor type 1
7943293	0.0001357	1.23e-06	-3.26e+01	6.63388	-2.08660594	ENDOD1	endonuclease domain containing 1
7903765	0.0004043	1.02e-05	2.06e+01	4.29371	2.08580275	GSTM1	glutathione S-transferase mu 1
7971296	0.001119	5.96e-05	-1.39e+01	2.23291	-2.08291016	EPSTI1	epithelial stromal interaction 1 (breast)
8021470	0.000288	5.52e-06	2.35e+01	4.9857	2.08264424	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
8096160	0.0001563	1.61e-06	-3.07e+01	6.34371	-2.08228034	ARHGAP24	Rho GTPase activating protein 24
8083071	0.0003651	8.38e-06	-2.14e+01	4.51313	-2.08102535	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4
7920128	0.0002339	3.58e-06	-2.58e+01	5.47248	-2.07967679	S100A11	S100 calcium binding protein A11
8111490	0.0013343	7.84e-05	-1.31e+01	1.90899	-2.07874455	PRLR	prolactin receptor
7973797	0.0001729	1.97e-06	2.94e+01	6.12712	2.07859812	COCH	cochlin
8104035	0.0003858	9.40e-06	2.09e+01	4.38268	2.07795939	SORBS2	sorbin and SH3 domain containing 2
7985248	0.0004102	1.05e-05	-2.04e+01	4.2581	-2.07521838	KIAA1024	KIAA1024
8152606	0.0004824	1.38e-05	1.92e+01	3.93864	2.07299434	SNTB1	syntrophin beta 1
8169580	0.0002322	3.52e-06	-2.59e+01	5.49095	-2.06909585	IL13RA1	interleukin 13 receptor subunit alpha 1
8108697	0.0002595	4.41e-06	-2.47e+01	5.23918	-2.0677578	PCDHB5	protocadherin beta 5
8178193	0.0363232	1.02e-02	4.19	-3.86479	2.06492149	HLA-DRA///HLA-DQA1	major histocompatibility complex, class II, DR alpha///major histocompatibility complex, class II, DQ alpha 1
8102352	0.0002273	3.34e-06	-2.62e+01	5.54943	-2.06484513	PITX2	paired like homeodomain 2
8101587	0.0001682	1.84e-06	2.98e+01	6.20156	2.06016329	MAPK10	mitogen-activated protein kinase 10
8102912	0.0002273	3.35e-06	-2.62e+01	5.54319	-2.05811029	TBC1D9	TBC1 domain family member 9
7983779	0.0001537	1.53e-06	-3.11e+01	6.40071	-2.05551242	UNC13C///UNC13C	unc-13 homolog C///unc-13 homolog C
7943892	0.0002995	5.97e-06	-2.31e+01	4.89855	-2.05520662	NCAM1	neural cell adhesion molecule 1
8077441	0.0009259	4.23e-05	-1.50e+01	2.63636	-2.05500234	BHLHE40	basic helix-loop-helix family member e40
8013465	0.0002941	5.77e-06	-2.33e+01	4.93679	-2.05226098	KRT16P1///KRT16P3///KRT16P2///KRT16	keratin 16 pseudogene 1///keratin 16 pseudogene 3///keratin 16 pseudogene 2///keratin 16
7917954	0.0001661	1.80e-06	-3.00e+01	6.22597	-2.05107463	FRRS1	ferric chelate reductase 1
8169263	0.0001783	2.14e-06	2.89e+01	6.03587	2.04692788	VSIG1	V-set and immunoglobulin domain containing 1
8058091	0.0001713	1.92e-06	-2.95e+01	6.15427	-2.04630889	SATB2	SATB homeobox 2
8097910	0.0001763	2.08e-06	-2.90e+01	6.06535	-2.04565728	FGB	fibrinogen beta chain
8121794	0.0001729	2.03e-06	-2.92e+01	6.09594	-2.04017503	SMPDL3A	sphingomyelin phosphodiesterase acid like 3A
8041048	0.0004509	1.23e-05	-1.97e+01	4.07204	-2.03817664	FOSL2	FOS like 2, AP-1 transcription factor subunit
8151310	0.0002263	3.30e-06	-2.63e+01	5.55979	-2.03771555	EYA1	EYA transcriptional coactivator and phosphatase 1
7913566	0.0006355	2.22e-05	1.73e+01	3.39068	2.03419376	HTR1D	5-hydroxytryptamine receptor 1D
8022310	0.0002748	5.01e-06	-2.40e+01	5.09615	-2.03312344	PIEZO2	piezo type mechanosensitive ion channel component 2
8145799	0.0014985	9.53e-05	1.26e+01	1.67901	2.03220889	UNC5D	unc-5 netrin receptor D
7978756	0.0002273	3.35e-06	-2.62e+01	5.54406	-2.02933922	FSCB	fibrous sheath CABYR binding protein
8074170	0.0002752	5.02e-06	2.40e+01	5.09263	2.02689715	POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H
8052882	0.0003631	8.30e-06	2.15e+01	4.52418	2.02650353	ADD2	adducin 2
8179861	0.0001728	1.96e-06	2.94e+01	6.13055	2.0257387	SLC44A4	solute carrier family 44 member 4
8102848	0.0002482	4.02e-06	-2.52e+01	5.34305	-2.02030818	SETD7	SET domain containing lysine methyltransferase 7
7918426	0.000351	7.75e-06	-2.18e+01	4.60309	-2.01975435	SLC16A4	solute carrier family 16 member 4
8021131	0.0003463	7.54e-06	2.19e+01	4.63309	2.01953678	KATNAL2	katanin catalytic subunit A1 like 2
7938528	0.0002303	3.46e-06	-2.60e+01	5.51006	-2.01948249	PARVA	parvin alpha
8174313	0.0001974	2.55e-06	-2.78e+01	5.84408	-2.01758646	MORC4///MORC4	MORC family CW-type zinc finger 4///MORC family CW-type zinc finger 4
7965359	0.0001974	2.57e-06	-2.77e+01	5.83781	-2.01679035	ATP2B1	ATPase plasma membrane Ca2+ transporting 1
8025992	0.0003322	6.95e-06	2.23e+01	4.72609	2.01653912	ZNF788	zinc finger family member 788
8113602	0.0007994	3.28e-05	1.59e+01	2.93573	2.01170296	CCDC112	coiled-coil domain containing 112
8030448	0.000292	5.65e-06	2.34e+01	4.96129	2.01068803	CPT1C	carnitine palmitoyltransferase 1C
8052598	0.0001472	1.40e-06	3.16e+01	6.49372	2.00732568	WDPCP	WD repeat containing planar cell polarity effector
7965322	0.0003625	8.23e-06	-2.15e+01	4.53363	-2.0052492	KITLG	KIT ligand
8138442	0.0002479	3.97e-06	-2.52e+01	5.3571	-2.00468622	TWIST1	twist family bHLH transcription factor 1
8058591	0.0009122	4.13e-05	-1.51e+01	2.6651	-2.00101032	ACADL	acyl-CoA dehydrogenase, long chain
8097017	0.0002218	3.14e-06	2.66e+01	5.61754	2.00034532	UGT8	UDP glycosyltransferase 8
8111932	0.000157	1.64e-06	-3.06e+01	6.32433	-1.99338812	CCL28	C-C motif chemokine ligand 28
7919340	0.0024194	2.03e-04	-1.06e+01	0.78279	-1.98945511	GJA5	gap junction protein alpha 5
7957665	0.000351	7.74e-06	-2.18e+01	4.60382	-1.98833359	ELK3	ELK3, ETS transcription factor
7998921	0.0001772	2.10e-06	2.90e+01	6.05443	1.98761437	ZSCAN10	zinc finger and SCAN domain containing 10
8091600	0.0001974	2.57e-06	2.77e+01	5.83742	1.98682265	PLCH1	phospholipase C eta 1
8168163	0.0006227	2.15e-05	1.74e+01	3.4267	1.98370554	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
7929388	0.0001464	1.36e-06	-3.18e+01	6.52154	-1.98144073	PLCE1	phospholipase C epsilon 1
8102587	0.000383	9.24e-06	-2.10e+01	4.40154	-1.98143688	NDNF	neuron derived neurotrophic factor
7954527	0.0001875	2.34e-06	2.83e+01	5.93746	1.97986795	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2
7943051	0.0003743	8.75e-06	-2.12e+01	4.46407	-1.97852365	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2
8041644	0.0001978	2.60e-06	2.76e+01	5.82187	1.97814151	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
8081657	0.0003291	6.84e-06	2.24e+01	4.74395	1.97227836	CD200	CD200 molecule
7917798	0.0002646	4.65e-06	-2.44e+01	5.17937	-1.9713421	ABCA4	ATP binding cassette subfamily A member 4
8166355	0.0002048	2.75e-06	2.73e+01	5.76237	1.97038999	CNKSR2	connector enhancer of kinase suppressor of Ras 2
8018652	0.0010082	4.85e-05	1.46e+01	2.47574	1.96893229	RNF157	ring finger protein 157
7946340	0.0003701	8.57e-06	2.13e+01	4.48765	1.96785693	RIC3	RIC3 acetylcholine receptor chaperone
8100026	0.0001467	1.37e-06	3.18e+01	6.51523	1.96642259	ATP8A1	ATPase phospholipid transporting 8A1
8020110	0.0001475	1.41e-06	-3.16e+01	6.48509	-1.96554292	RAB31	RAB31, member RAS oncogene family
8046815	0.0001729	2.03e-06	-2.92e+01	6.092	-1.96504345	ZNF804A	zinc finger protein 804A
7910022	0.0002915	5.62e-06	-2.34e+01	4.96655	-1.96234164	CNIH3	cornichon family AMPA receptor auxiliary protein 3
8150906	0.0012743	7.31e-05	-1.33e+01	1.99228	-1.9613916	IMPAD1	inositol monophosphatase domain containing 1
8170538	0.0003546	7.89e-06	2.17e+01	4.58238	1.96071681	GABRQ	gamma-aminobutyric acid type A receptor theta subunit
7978544	0.0001713	1.91e-06	2.96e+01	6.15827	1.96020677	EGLN3	egl-9 family hypoxia inducible factor 3
7919584	0.0007235	2.77e-05	-1.65e+01	3.13144	-1.95806318	HIST2H2BF///HIST2H2BA	histone cluster 2, H2bf///histone cluster 2, H2ba (pseudogene)
7975702	0.0004052	1.02e-05	2.05e+01	4.28704	1.95765778	VRTN	vertebrae development associated
8028084	0.0002581	4.37e-06	2.47e+01	5.24915	1.95752394	APLP1	amyloid beta precursor like protein 1
7944722	0.0001443	1.34e-06	-3.19e+01	6.54036	-1.95598196	UBASH3B	ubiquitin associated and SH3 domain containing B
8095986	0.0002275	3.37e-06	-2.61e+01	5.538	-1.95346006	ANXA3	annexin A3
8100015	0.0008304	3.52e-05	1.57e+01	2.85328	1.95223288	BEND4	BEN domain containing 4
8016473	0.0009204	4.18e-05	-1.51e+01	2.65093	-1.95024694	HOXB8	homeobox B8
7989770	0.0002979	5.91e-06	-2.31e+01	4.90987	-1.94836896	IGDCC3	immunoglobulin superfamily DCC subclass member 3
7899627	0.0002301	3.43e-06	-2.60e+01	5.51692	-1.94619678	TINAGL1	tubulointerstitial nephritis antigen like 1
8113796	0.0003742	8.71e-06	-2.13e+01	4.46984	-1.94396939	C5orf63	chromosome 5 open reading frame 63
7932492	0.0002078	2.83e-06	2.72e+01	5.73156	1.94247764	C10orf113	chromosome 10 open reading frame 113
7983132	0.0002359	3.63e-06	2.57e+01	5.4542	1.94180494	STARD9	StAR related lipid transfer domain containing 9
8061247	0.0001671	1.82e-06	-2.99e+01	6.21174	-1.94025014	RIN2	Ras and Rab interactor 2
8101992	0.0002616	4.56e-06	-2.45e+01	5.20224	-1.93670296	SLC39A8	solute carrier family 39 member 8
7946446	0.0002581	4.35e-06	2.47e+01	5.25496	1.9356686	NRIP3	nuclear receptor interacting protein 3
8155192	0.0002553	4.26e-06	-2.48e+01	5.27857	-1.93377879	GLIPR2	GLI pathogenesis related 2
8093852	0.0016066	1.07e-04	-1.22e+01	1.54119	-1.93083116	MSX1	msh homeobox 1
8021695	0.0001729	2.03e-06	-2.92e+01	6.09356	-1.93050005	DOK6	docking protein 6
8160786	0.000345	7.48e-06	-2.20e+01	4.64248	-1.93042582	KIAA1161	KIAA1161
8066214	0.0016814	1.15e-04	-1.20e+01	1.45412	-1.92791508	TGM2	transglutaminase 2
8087691	0.0001974	2.57e-06	2.77e+01	5.83762	1.92786806	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2
7906061	0.0028137	2.54e-04	1.01e+01	0.51552	1.92714552	SYT11	synaptotagmin 11
8072626	0.0002817	5.25e-06	-2.37e+01	5.04332	-1.92319403	TIMP3	TIMP metallopeptidase inhibitor 3
7963880	0.0004275	1.14e-05	2.00e+01	4.16301	1.91930884	ITGA7	integrin subunit alpha 7
7955533	0.0002597	4.47e-06	2.46e+01	5.22237	1.91762952	SCN8A	sodium voltage-gated channel alpha subunit 8
8116980	0.0005138	1.53e-05	1.88e+01	3.82159	1.9158718	RNF182	ring finger protein 182
7962058	0.0002426	3.86e-06	-2.54e+01	5.38791	-1.91545086	TMTC1	transmembrane and tetratricopeptide repeat containing 1
8105121	0.0024184	2.02e-04	-1.06e+01	0.78419	-1.91488194	GHR	growth hormone receptor
8147244	0.0002788	5.12e-06	2.39e+01	5.07057	1.9117541	NECAB1	N-terminal EF-hand calcium binding protein 1
8112803	0.000163	1.73e-06	-3.02e+01	6.26367	-1.91152037	LHFPL2	lipoma HMGIC fusion partner-like 2
8177955	0.0001814	2.22e-06	2.86e+01	5.99643	1.90929889	MICB	MHC class I polypeptide-related sequence B
8144880	0.000499	1.47e-05	-1.90e+01	3.87224	-1.90810319	SH2D4A	SH2 domain containing 4A
8174322	0.0001537	1.52e-06	-3.11e+01	6.40443	-1.90796498	MORC4	MORC family CW-type zinc finger 4
7914127	0.0002194	3.06e-06	-2.67e+01	5.64443	-1.90766966	IFI6	interferon alpha inducible protein 6
7916862	0.0002215	3.12e-06	-2.66e+01	5.62177	-1.90448579	WLS	wntless Wnt ligand secretion mediator
8150751	0.0002747	4.97e-06	2.40e+01	5.10441	1.90369949	FAM150A	family with sequence similarity 150 member A
8044391	0.0002822	5.33e-06	-2.37e+01	5.02623	-1.90350088	MERTK	MER proto-oncogene, tyrosine kinase
8103226	0.0002646	4.66e-06	-2.44e+01	5.1766	-1.90303108	TMEM154	transmembrane protein 154
7916112	0.0003222	6.66e-06	2.25e+01	4.77489	1.90220624	RAB3B	RAB3B, member RAS oncogene family
8145954	0.0001558	1.60e-06	-3.07e+01	6.35022	-1.90193166	TACC1	transforming acidic coiled-coil containing protein 1
8007454	0.0001974	2.54e-06	2.78e+01	5.84816	1.90129274	RND2	Rho family GTPase 2
8133258	0.0002244	3.21e-06	2.64e+01	5.59263	1.90066304	WBSCR17	Williams-Beuren syndrome chromosome region 17
8142554	0.000157	1.63e-06	3.06e+01	6.32853	1.89866034	AASS	aminoadipate-semialdehyde synthase
8102200	0.0005939	1.96e-05	-1.78e+01	3.53819	-1.8955335	DKK2	dickkopf WNT signaling pathway inhibitor 2
8055222	0.0021089	1.64e-04	1.11e+01	1.03129	1.89285939	POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH	POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H
8066266	0.0003743	8.74e-06	-2.12e+01	4.4659	-1.89278661	MAFB	MAF bZIP transcription factor B
8081219	0.000408	1.03e-05	-2.05e+01	4.27334	-1.89212937	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
7930714	0.0002244	3.24e-06	-2.64e+01	5.57992	-1.89168531	ATRNL1	attractin like 1
7936249	0.0008389	3.59e-05	1.56e+01	2.82914	1.8910618	SORCS1	sortilin related VPS10 domain containing receptor 1
8016476	0.0002244	3.24e-06	-2.64e+01	5.58269	-1.89074939	HOXB9	homeobox B9
7982377	0.000594	1.96e-05	1.78e+01	3.53572	1.89006605	GREM1	gremlin 1, DAN family BMP antagonist
8174654	0.0011094	5.88e-05	1.40e+01	2.2484	1.88976505	KLHL13	kelch like family member 13
8174576	0.0001729	2.02e-06	-2.92e+01	6.09822	-1.88976464	AMOT	angiomotin
7983143	0.0005509	1.70e-05	1.84e+01	3.70015	1.88827727	STARD9	StAR related lipid transfer domain containing 9
8033233	0.0009993	4.79e-05	1.46e+01	2.48998	1.88532209	TUBB4A	tubulin beta 4A class IVa
8154692	0.0001717	1.94e-06	-2.95e+01	6.14555	-1.88408871	TEK	TEK receptor tyrosine kinase
8038584	0.0028844	2.62e-04	1.00e+01	0.47628	1.88270356	LRRC4B	leucine rich repeat containing 4B
8047487	0.0001974	2.56e-06	2.77e+01	5.84031	1.88114238	FZD7	frizzled class receptor 7
8085431	0.0002076	2.82e-06	2.72e+01	5.73509	1.87785741	NUP210	nucleoporin 210
8129562	0.0001854	2.30e-06	2.84e+01	5.95806	1.87772852	CTGF	connective tissue growth factor
7916609	0.0001708	1.89e-06	-2.97e+01	6.17283	-1.87609409	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
8138277	0.0003556	7.94e-06	2.17e+01	4.57432	1.87549415	VWDE	von Willebrand factor D and EGF domains
8115490	0.0001783	2.15e-06	-2.88e+01	6.03083	-1.87373051	ADAM19	ADAM metallopeptidase domain 19
8170200	0.0001729	1.98e-06	2.94e+01	6.12226	1.87366433	ZIC3	Zic family member 3
7988444	0.0001729	2.00e-06	2.93e+01	6.11075	1.87282061	MYEF2	myelin expression factor 2
7909689	0.0002597	4.47e-06	-2.46e+01	5.22454	-1.87038898	SMYD2	SET and MYND domain containing 2
7971590	0.0002949	5.79e-06	-2.32e+01	4.93224	-1.86967756	CAB39L	calcium binding protein 39 like
8172280	0.0002482	4.00e-06	-2.52e+01	5.34713	-1.8677824	SLC9A7	solute carrier family 9 member A7
7970793	0.0005727	1.82e-05	-1.81e+01	3.62038	-1.86539299	SLC46A3///SLC46A3	solute carrier family 46 member 3///solute carrier family 46 member 3
8154381	0.0004791	1.35e-05	-1.93e+01	3.96523	-1.86381064	LURAP1L	leucine rich adaptor protein 1 like
8124280	0.0009471	4.42e-05	-1.49e+01	2.58613	-1.86356649	FAM65B	family with sequence similarity 65 member B
8135705	0.0014994	9.56e-05	1.26e+01	1.67529	1.86292297	KCND2	potassium voltage-gated channel subfamily D member 2
8135638	0.0001922	2.43e-06	-2.81e+01	5.89726	-1.86223919	ST7	suppression of tumorigenicity 7
7955613	0.000662	2.39e-05	-1.70e+01	3.30556	-1.85940492	KRT7	keratin 7
8169249	0.0007518	2.98e-05	-1.62e+01	3.04639	-1.85937114	MID2	midline 2
7955502	0.0006155	2.10e-05	1.75e+01	3.45551	1.85655422	SCN8A	sodium voltage-gated channel alpha subunit 8
7926223	0.0002203	3.08e-06	2.66e+01	5.63627	1.85615161	CAMK1D	calcium/calmodulin dependent protein kinase ID
7912802	0.0028442	2.57e-04	1.01e+01	0.49919	1.85566527	LOC100132147///LOC440570	uncharacterized LOC100132147///uncharacterized LOC440570
7944769	0.0008303	3.49e-05	1.57e+01	2.86071	1.85260679	GRAMD1B	GRAM domain containing 1B
8051583	0.0002244	3.21e-06	-2.64e+01	5.59318	-1.85228443	CYP1B1	cytochrome P450 family 1 subfamily B member 1
8131919	0.0003314	6.91e-06	-2.24e+01	4.73213	-1.84927369	NPY	neuropeptide Y
7999903	0.0001729	2.03e-06	2.92e+01	6.09214	1.84779427	KNOP1	lysine rich nucleolar protein 1
8150428	0.000232	3.50e-06	2.59e+01	5.49517	1.84627541	SFRP1	secreted frizzled related protein 1
8141052	0.0002553	4.26e-06	2.48e+01	5.27653	1.8457303	PON1	paraoxonase 1
7954065	0.0006956	2.62e-05	-1.67e+01	3.1969	-1.83669983	GPRC5A	G protein-coupled receptor class C group 5 member A
8091422	0.0002004	2.66e-06	-2.75e+01	5.79913	-1.83642988	WWTR1	WW domain containing transcription regulator 1
7969815	0.0006355	2.22e-05	1.73e+01	3.39249	1.83620381	CLYBL	citrate lyase beta like
7995697	0.0001792	2.17e-06	-2.88e+01	6.01997	-1.83493536	LPCAT2	lysophosphatidylcholine acyltransferase 2
8081903	0.0011937	6.60e-05	1.36e+01	2.11211	1.8342584	MAATS1	MYCBP associated and testis expressed 1
8021169	0.000183	2.25e-06	-2.85e+01	5.98024	-1.83398381	LIPG	lipase G, endothelial type
8029701	0.0002553	4.27e-06	2.48e+01	5.27579	1.83242895	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent 1N (putative)
8022085	0.0010899	5.66e-05	1.41e+01	2.295	1.83077903	DLGAP1	DLG associated protein 1
8120124	0.0005997	2.00e-05	-1.77e+01	3.51394	-1.82821443	ADGRF2	adhesion G protein-coupled receptor F2
7919139	0.0031399	2.97e-04	9.75	0.32865	1.82776591	LOC102725104///ANKRD20A12P///ANKRD20A8P///ANKRD20A5P	putative ankyrin repeat domain-containing protein 20A12 pseudogene///ankyrin repeat domain 20 family member A12, pseudogene///ankyrin repeat domain 20 family member A8, pseudogene///ankyrin repeat domain 20 family member A5, pseudogene
8018975	0.0008669	3.74e-05	1.54e+01	2.78071	1.82761466	LGALS3BP	galectin 3 binding protein
8168264	0.0002364	3.66e-06	2.57e+01	5.44507	1.82530938	NLGN3	neuroligin 3
7917946	0.0006155	2.10e-05	-1.75e+01	3.45309	-1.82501669	PLPPR5	phospholipid phosphatase related 5
8099721	0.0001703	1.88e-06	2.97e+01	6.17946	1.82494651	SEL1L3	SEL1L family member 3
8123658	0.0002304	3.46e-06	-2.60e+01	5.50732	-1.8241045	SLC22A23	solute carrier family 22 member 23
7948667	0.0001898	2.39e-06	-2.82e+01	5.91613	-1.82316998	AHNAK	AHNAK nucleoprotein
8015133	0.0010899	5.65e-05	-1.41e+01	2.29706	-1.82150461	KRT23	keratin 23
7983867	0.0002251	3.27e-06	-2.63e+01	5.57043	-1.81880601	CGNL1	cingulin like 1
7988467	0.0001713	1.92e-06	-2.95e+01	6.15213	-1.81879609	FBN1	fibrillin 1
8148276	0.0001792	2.17e-06	-2.88e+01	6.02011	-1.81742141	ZNF572	zinc finger protein 572
8118863	0.0002607	4.53e-06	-2.45e+01	5.20781	-1.81738881	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A
8080028	0.0002044	2.74e-06	2.73e+01	5.76713	1.81708317	DOCK3	dedicator of cytokinesis 3
7936856	0.0001974	2.55e-06	-2.78e+01	5.84424	-1.81287613	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
8081959	0.0015517	1.01e-04	1.24e+01	1.6119	1.81165949	STXBP5L	syntaxin binding protein 5 like
8112668	0.0004823	1.38e-05	-1.92e+01	3.94358	-1.81157982	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2
8126347	0.0002298	3.42e-06	2.61e+01	5.52194	1.81157377	USP49	ubiquitin specific peptidase 49
